Hugo_Symbol	Entrez_Gene_Id	CR6161	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	CR7623	LSD0167	SD0346	SD1494	SD2056	LSD2057	LSD3484	LSD4691	LSD4744	SD6336	LSD6819	LSDNR9298	LSDNR1120	LSDNR1650	LSDNR3086	NR6721	NR9765	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD2051	SD5038	SD5118	SD5934	SD6494	SD7357
PHYHIP	9796	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
REEP4	80346	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SFTPC	6440	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SLC18A1	6570	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
XPO7	23039	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
BIN3	55909	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
C8orf58	541565	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
EGR3	1960	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
FLJ14107	80094	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
KIAA1967	57805	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
MIR320A	407037	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PDLIM2	64236	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PEBP4	157310	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PIWIL2	55124	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
POLR3D	661	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PPP3CC	5533	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SLC39A14	23516	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SORBS3	10174	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
hsa-mir-320a		1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
RHOBTB2	23221	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
CHMP7	91782	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ENTPD4	9583	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC100507156	100507156	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC254896	254896	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC286059	286059	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC389641	389641	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOXL2	4017	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
R3HCC1	203069	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
TNFRSF10A	8797	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
TNFRSF10B	8795	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
TNFRSF10C	8794	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
TNFRSF10D	8793	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
NKX2-6	137814	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
NKX3-1	4824	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SLC25A37	51312	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
STC1	6781	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ADAM28	10863	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ADAM7	8756	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ADAMDEC1	27299	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
NEFL	4747	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
NEFM	4741	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ADRA1A	148	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
BNIP3L	665	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
C8orf80	389643	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
CCDC25	55246	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
CDCA2	157313	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
CHRNA2	1135	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
CLU	1191	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
DOCK5	80005	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
DPYSL2	1808	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
EBF2	64641	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ELP3	55140	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
EPHX2	2053	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ESCO2	157570	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
FBXO16	157574	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
GNRH1	2796	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
KCTD9	54793	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
MIR3622A	100500858	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
MIR3622B	100500871	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
MIR4287	100422828	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PBK	55872	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PNMA2	10687	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PNOC	5368	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PPP2R2A	5520	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
PTK2B	2185	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SCARA3	51435	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
SCARA5	286133	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
STMN4	81551	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
TRIM35	23087	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
ZNF395	55893	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
hsa-mir-4287		1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
hsa-mir-548h-4		1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
C8orf75	619351	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
DCTN6	10671	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
DUSP4	1846	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
EXTL3	2137	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
FZD3	7976	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
GSR	2936	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
GTF2E2	2961	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
HMBOX1	79618	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
INTS9	55756	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
KIF13B	23303	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LEPROTL1	23484	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC100128750	100128750	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC100507341	100507341	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
LOC286135	286135	1	1	0	-1	1	0	0	2	-1	-1	0	0	0	0	-2	-1	0	2	-1	0	-1	2	0	2	0	-1	-1	1	0	0	-1	-1	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	-2	-1	2	1	-1	-1	-1	-2	0	1	-1	0
